gene_id	gene_symbol	category	description	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6
MMAR_0624	mmp_624	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0624	8.6211	8.6467	8.6452	9.2129	9.2604	9.1329	8.4629	8.3052	8.4647
MMAR_0625	mmp_625	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0625	9.7844	9.7094	9.5501	9.3151	9.2877	9.3241	9.0991	9.2484	9.2576
MMAR_0626	mmp_626	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0626	9.4013	9.5757	9.4894	9.2484	9.0004	9.301	9.2138	8.9702	9.1693
MMAR_0627	mmp_627	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0627	9.3798	9.5854	9.5717	9.3825	9.4707	9.7451	9.5725	9.3724	9.673
MMAR_0628	mmp_628	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0628	10.5427	10.6936	10.6859	10.1246	10.0646	9.8505	10.4464	10.4617	10.6265
MMAR_0629	mmp_629	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0629	10.0387	9.8156	9.7537	9.9083	9.6664	9.8865	10.0025	10.0706	9.9109
MMAR_0630	mmp_630	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0630	11.4725	11.7323	11.1884	11.5706	11.7893	11.6268	11.451	11.3415	11.0995
MMAR_0631	mmp_631	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0631	10.6457	10.8294	10.3453	10.417	10.5176	10.5727	10.8675	10.5997	10.6265
MMAR_0632	mmp_632	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0632	11.2204	11.3075	11.2959	10.8801	11.0223	10.9076	10.9752	10.9692	11.1573
MMAR_0633	mmp_633	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0633	10.3192	10.3021	10.3707	10.6361	10.4654	10.64	10.4475	10.4974	10.5014
MMAR_0634	mmp_634	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0634	11.43	11.4521	11.5518	11.5254	11.4489	11.5953	11.642	11.3071	11.4513
MMAR_0635	mmp_635	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0635	9.033	8.8946	8.9512	8.8055	8.8813	8.7741	8.7341	8.5627	8.5872
MMAR_0636	mmp_636	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0636	9.1857	8.8731	9.227	9.475	9.4847	9.4562	9.2796	9.3191	9.0784
MMAR_0637	mmp_637	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0637	8.8019	8.6163	9.0133	9.3302	9.1554	9.4227	9.2502	9.1645	9.1632
MMAR_0638	mmp_638	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0638	9.3075	9.2558	9.3143	9.4353	9.1027	9.5387	8.8436	9.1272	8.9435
MMAR_0639	mmp_639	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0639	11.5064	11.4444	11.2258	11.5046	11.3441	11.3687	11.3598	11.4021	11.5355
MMAR_0640	mmp_640	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0640	11.0582	11.0825	10.8542	10.7577	10.6441	10.668	11.0983	11.3917	11.3079
MMAR_0641	mmp_641	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0641	11.2192	11.5137	11.2973	11.5586	11.5314	11.5678	11.2352	11.3795	11.3518
MMAR_0642	mmp_642	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0642	9.9637	10.0713	9.9685	10.2939	10.4017	10.2823	9.7179	9.8822	9.897
MMAR_0643	mmp_643	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0643	9.2578	9.2084	9.3963	9.2694	9.4257	9.6633	9.206	9.192	9.3289
MMAR_0644	mmp_644	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0644	8.3777	8.4166	8.6445	8.4716	8.5423	8.4638	8.243	8.3671	8.2675
MMAR_0645	mmp_645	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0645	10.6693	10.7247	10.7779	10.7412	11.0056	11.2512	10.9172	11.0619	10.451
MMAR_0646	mmp_646	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0646	11.3592	11.4476	11.3809	11.6096	11.4951	11.475	10.9773	11.0758	11.0633
MMAR_0647	mmp_647	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0647	11.7318	11.8077	11.5245	11.6604	11.7687	11.6976	11.6705	11.8403	11.4729
MMAR_0648	mmp_648	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0648	8.6899	8.5318	8.5695	8.9251	8.8157	8.6811	8.7183	8.6919	8.687
MMAR_0649	mmp_649	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0649	9.5004	9.5556	9.4122	9.1231	9.2326	9.191	9.7256	9.2856	9.5763
MMAR_0650	mmp_650	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0650	11.5395	11.5112	11.3006	11.3894	11.4241	11.5013	11.4044	11.563	11.5568
MMAR_0651	mmp_651	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0651	9.54	9.5158	9.4686	9.4792	9.7884	9.4301	9.8591	9.8267	9.6062
MMAR_0652	mmp_652	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0652	10.0492	9.7361	9.9082	9.242	9.3338	9.2751	9.9698	10.0822	9.9726
MMAR_0653	mmp_653	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0653	11.3243	11.3204	11.2443	11.0706	10.7822	10.9934	11.5483	11.5878	11.5072
MMAR_0654	mmp_654	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0654	8.9905	8.9234	8.9004	9.1752	9.008	9.2562	8.5411	8.7452	8.737
MMAR_0655	mmp_655	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0655	9.4981	9.4364	9.1539	9.0702	9.1407	9.1246	9.089	8.7425	8.806
MMAR_0656	mmp_656	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0656	11.202	11.1012	11.1419	10.7264	10.7661	10.5515	11.6758	11.4333	11.5117
MMAR_0657	mmp_657	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0657	12.0841	11.9938	12.3014	11.9894	12.172	12.1686	12.3051	12.2152	12.1841
MMAR_0658	mmp_658	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0658	10.5879	10.6377	10.4682	10.018	10.0685	9.7941	10.2956	10.4291	10.4898
MMAR_0659	mmp_659	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0659	12.1222	12.1807	12.0199	12.5933	12.4359	12.3628	11.9523	11.819	11.9793
MMAR_0660	mmp_660	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0660	9.2261	9.2689	9.4605	9.339	9.4525	9.5349	9.0341	9.0309	9.0795
MMAR_0661	mmp_661	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0661	10.7962	10.6786	10.84	10.7274	11.1947	10.8184	11.052	10.916	11.1603
MMAR_0662	mmp_662	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0662	8.3822	8.317	8.6426	8.8869	8.5735	8.7198	8.9186	9.0481	8.5989
MMAR_0663	mmp_663	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0663	11.6754	11.8897	11.7262	12.1743	12.3338	12.1076	11.3259	11.3651	11.4587
MMAR_0664	mmp_664	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0664	11.4123	11.4131	11.3975	11.4323	11.0987	11.418	11.4072	11.4279	11.4085
MMAR_0665	mmp_665	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0665	10.9494	10.8598	11.0043	10.9571	10.7745	10.5909	10.7299	10.8854	10.6586
MMAR_0666	mmp_666	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0666	11.0975	10.903	10.987	11.3035	11.2602	11.282	10.616	10.9844	10.7735
MMAR_0667	mmp_667	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0667	11.0891	10.8734	11.1096	10.9834	11.031	11.2174	11.0494	11.144	11.2552
MMAR_0668	mmp_668	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0668	12.2192	12.3022	12.3023	12.3499	12.3543	12.4921	12.6154	12.2191	12.3498
MMAR_0669	mmp_669	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0669	11.8703	11.9927	11.831	11.5913	11.8766	11.9524	12.1845	12.1693	12.2698
MMAR_0670	mmp_670	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0670	11.2582	11.2441	11.2042	10.8826	11.0596	11.0611	11.4883	11.428	11.3206
MMAR_0671	mmp_671	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0671	10.9559	10.9522	10.9362	11.0334	10.5648	10.6456	10.8559	10.8112	10.7332
MMAR_0672	mmp_672	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0672	8.7062	8.3812	8.5185	8.4705	8.5811	8.5361	7.7919	8.1693	7.9543
MMAR_0673	mmp_673	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0673	8.8267	9.1001	9.1669	9.0187	8.9832	9.0188	8.7058	8.9311	8.8829
MMAR_0674	mmp_674	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0674	9.1675	9.0041	9.3045	9.2653	9.2118	9.269	9.2335	9.2619	9.2089
MMAR_0675	mmp_675	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0675	8.8121	8.6385	8.648	8.9715	9.2435	9.0976	8.4412	8.3107	8.2662
MMAR_0676	mmp_676	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0676	10.2833	10.2617	9.9703	10.1611	10.2769	10.1872	9.9413	10.0687	10.1096
MMAR_0677	mmp_677	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0677	10.5705	10.4854	10.6518	10.3803	10.6954	10.4495	10.3056	10.2879	10.151
MMAR_0678	mmp_678	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0678	9.4206	9.1414	9.2749	9.2098	9.186	9.1586	8.6481	8.6489	8.7553
MMAR_0679	mmp_679	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0679	11.2139	11.1991	11.3634	12.116	12.2368	12.0651	11.2393	11.5696	11.4863
MMAR_0680	mmp_680	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0680	9.4786	9.6759	9.2651	9.8395	10.0965	9.8733	9.3664	9.4989	9.2418
MMAR_0681	mmp_681	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0681	10.3644	10.3315	10.4937	11.205	11.2172	10.9942	10.1167	10.2026	10.0968
MMAR_0682	mmp_682	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0682	9.9405	9.8612	9.9254	9.8847	10.0895	10.1615	9.7321	9.9779	9.9109
MMAR_0683	mmp_683	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0683	12.6952	12.4178	12.5473	12.2716	12.0045	12.5373	12.4397	12.6419	12.53
MMAR_0684	mmp_684	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0684	8.5766	8.6376	8.6743	8.586	8.5718	8.8127	8.7829	8.5454	8.9436
MMAR_0685	mmp_685	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0685	10.214	10.3948	10.5647	10.0265	10.12	9.8926	10.4188	10.6092	10.4793
MMAR_0686	mmp_686	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0686	10.0011	9.9216	10.159	10.2213	10.0144	10.0753	10.1509	10.2579	10.186
MMAR_0687	mmp_687	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0687	12.6159	12.8937	12.7825	12.2022	11.9875	12.1729	12.8639	12.8247	12.8536
MMAR_0688	mmp_688	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0688	11.7855	11.8786	11.9025	11.305	11.1133	11.4289	12.2063	12.0437	12.0517
MMAR_0689	mmp_689	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0689	12.9259	12.6685	12.7337	12.3411	12.5233	12.5533	12.6145	12.6623	12.7107
MMAR_0690	mmp_690	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0690	9.9436	9.7253	9.7342	9.9096	10.1949	10.2178	9.8167	9.7769	9.7132
MMAR_0691	mmp_691	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0691	8.9147	8.774	8.7212	9.3538	9.2947	9.4517	8.9477	8.547	8.6234
MMAR_0692	mmp_692	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0692	12.0496	12.3135	12.0851	11.5138	11.752	11.7008	11.7272	11.7735	11.9258
MMAR_0693	mmp_693	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0693	9.955	10.0573	10.1014	9.8502	9.9659	10.0222	9.8294	9.9024	9.6444
MMAR_0694	mmp_694	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0694	11.6761	11.6589	11.5881	11.8457	12.0438	12.0913	11.8561	12.1806	11.957
MMAR_0695	mmp_695	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0695	8.8903	8.8541	8.869	8.9896	8.9182	8.6405	9.1666	9.1375	9.0343
MMAR_0696	mmp_696	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0696	10.2415	10.1818	10.2974	9.5468	9.6927	9.7049	10.7079	10.8036	10.8021
MMAR_0697	mmp_697	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0697	11.6592	11.9648	11.7927	11.9671	12.2723	12.1617	12.1951	12.2758	12.2475
MMAR_0698	mmp_698	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0698	11.5744	11.6737	11.5197	11.8676	12.1112	11.8357	11.6448	11.7002	11.7294
MMAR_0699	mmp_699	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0699	11.841	11.6249	11.6172	12.028	11.856	11.7628	12.1182	12.0278	11.9021
MMAR_0700	mmp_700	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0700	11.1327	11.2547	11.2807	11.4889	11.4558	11.8252	11.6539	11.2954	11.4094
MMAR_0701	mmp_701	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0701	9.1262	8.9464	8.9388	8.7438	8.9913	8.7577	9.2745	9.4363	9.3611
MMAR_0702	mmp_702	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0702	8.7734	8.643	8.8638	8.8493	8.8573	8.8019	8.7895	9.1537	9.106
MMAR_0703	mmp_703	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0703	11.3104	11.3169	11.1438	11.3863	11.4859	11.7252	11.4642	11.6495	11.5136
MMAR_0704	mmp_704	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0704	11.9759	11.7897	11.5925	11.6004	11.9213	11.525	11.2943	11.3679	11.3904
MMAR_0705	mmp_705	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0705	10.4325	10.4471	10.4279	10.5858	10.4535	10.4136	10.3769	10.6997	10.4166
MMAR_0706	mmp_706	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0706	8.5522	8.7355	8.5992	8.7502	8.6722	8.5141	8.3523	8.4618	8.16
MMAR_0707	mmp_707	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0707	9.2104	9.14	8.9857	9.152	9.5404	9.2835	8.9121	8.7688	8.6604
MMAR_0708	mmp_708	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0708	9.6265	9.7113	9.4517	9.1439	9.1611	9.2757	9.4643	9.5823	9.6406
MMAR_0709	mmp_709	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0709	8.7502	8.8328	8.7647	9.1492	9.0472	8.9242	8.7192	9.0485	8.926
MMAR_0710	mmp_710	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0710	10.006	9.878	9.7419	9.5564	9.6676	9.7032	10.1316	9.9657	9.8309
MMAR_0711	mmp_711	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0711	10.0312	10.2544	10.166	9.5212	9.7057	9.3381	9.8295	10.0963	9.9008
MMAR_0712	mmp_712	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0712	11.4893	11.28	11.2831	11.6233	11.8303	11.6443	11.7294	11.6753	11.6371
MMAR_0713	mmp_713	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0713	8.7549	8.9027	8.8534	8.8514	8.4446	8.3893	8.8143	8.8557	8.8772
MMAR_0714	mmp_714	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0714	11.3164	11.1914	11.2569	11.5997	11.5671	11.6749	11.4703	11.5232	11.5467
MMAR_0715	mmp_715	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0715	9.8088	10.0636	10.1414	9.7239	9.6929	9.9227	9.6184	9.6639	9.6447
MMAR_0716	mmp_716	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0716	12.4681	12.3366	12.27	12.1315	11.955	12.0375	11.8416	11.9125	12.0184
MMAR_0717	mmp_717	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0717	11.1767	11.545	11.4875	11.7402	11.7617	11.8048	11.1443	11.3665	11.2233
MMAR_0718	mmp_718	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0718	11.8696	11.965	11.6814	11.8751	12.1494	11.7153	11.6388	11.5219	11.4757
MMAR_0719	mmp_719	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0719	10.9127	10.8868	10.9264	10.8971	11.0481	11.2776	10.9211	11.1348	10.9812
MMAR_0720	mmp_720	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0720	10.3287	10.1327	10.0516	10.2555	9.818	10.1573	10.4136	10.3117	10.3136
MMAR_0721	mmp_721	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0721	9.1298	9.077	8.9924	8.8555	8.6239	8.7202	9.0739	9.2217	8.8043
MMAR_0722	mmp_722	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0722	12.6764	12.7074	12.3891	12.4455	12.6683	12.6815	12.8079	12.7168	12.67
MMAR_0723	mmp_723	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0723	11.5844	11.4601	11.5794	11.0083	10.8905	10.9662	11.9028	11.6199	12.0105
MMAR_0724	mmp_724	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0724	10.4351	10.5793	10.6573	9.9979	10.126	9.9794	10.6125	10.8063	11.0661
MMAR_0725	mmp_725	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0725	9.7646	9.8735	9.9065	9.4796	9.5262	9.2771	9.3198	9.2462	9.6101
MMAR_0726	mmp_726	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0726	9.2	9.1325	9.056	8.7734	8.6707	8.8061	9.1532	8.9792	9.0239
MMAR_0727	mmp_727	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0727	11.9597	11.8493	11.8863	11.9536	11.668	11.9263	11.8431	11.9327	12.0593
MMAR_0728	mmp_728	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0728	10.3672	10.4194	10.3288	10.5413	10.6246	10.4687	10.7357	10.4685	10.4545
MMAR_0729	mmp_729	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0729	12.296	12.2098	12.3595	11.9571	12.1787	12.0364	11.8346	11.9524	11.9699
MMAR_0730	mmp_730	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0730	10.2796	10.3848	10.4169	10.1863	10.2239	10.2182	10.2158	10.0461	10.0053
MMAR_0731	mmp_731	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0731	9.8241	9.9746	9.735	10.1082	10.0625	10.1955	9.8828	9.7983	10.0371
MMAR_0732	mmp_732	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0732	8.576	8.6896	8.6185	8.7633	8.7348	8.7372	8.5977	8.407	8.3156
MMAR_0733	mmp_733	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0733	8.6113	8.3906	8.6269	8.9861	8.9299	8.7971	8.668	8.8633	8.7008
MMAR_0734	mmp_734	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0734	10.4558	10.4671	10.3789	10.4239	10.7587	10.5204	10.3411	10.307	10.2696
MMAR_0735	mmp_735	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0735	11.8176	11.8204	11.6986	12.1167	12.1408	12.1838	11.9197	11.8436	11.8567
MMAR_0736	mmp_736	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0736	12.3917	12.3998	12.4508	12.3791	12.4359	12.4433	12.1162	12.4847	12.2434
MMAR_0737	mmp_737	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0737	10.8056	10.8307	10.8571	10.658	10.5897	10.4698	10.5315	10.2044	10.5597
MMAR_0738	mmp_738	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0738	11.0506	11.0237	10.9217	9.8945	9.7122	9.9935	10.4423	10.8081	10.583
MMAR_0739	mmp_739	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0739	8.598	8.4959	9.004	8.9943	9.0601	8.8127	8.8117	8.8325	8.73
MMAR_0740	mmp_740	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0740	12.2743	11.9514	12.2303	12.4964	12.6734	12.1928	12.0459	12.4138	12.158
MMAR_0741	mmp_741	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0741	12.4396	12.8217	12.634	12.081	11.9886	11.8703	12.5343	12.7098	12.7341
MMAR_0742	mmp_742	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0742	8.7205	8.6152	8.7106	8.5671	8.5814	8.3618	8.6832	8.6214	8.4999
MMAR_0743	mmp_743	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0743	12.1954	12.3791	12.3109	12.3923	12.542	12.343	12.6835	12.6482	12.6846
MMAR_0744	mmp_744	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0744	9.0844	8.97	8.9003	8.5293	8.5405	8.5186	8.7689	8.6471	8.6457
MMAR_0745	mmp_745	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0745	9.9891	10.1259	10.1591	9.3682	9.514	9.4366	10.4195	10.3868	10.4171
MMAR_0746	mmp_746	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0746	11.0089	11.0846	11.0519	10.7302	10.8597	10.9055	10.6877	10.5689	10.9924
MMAR_0747	mmp_747	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0747	8.9084	9.0171	8.858	9.036	8.8468	8.7971	8.5561	8.6307	8.7368
MMAR_0748	mmp_748	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0748	10.9427	10.8651	10.9293	10.5629	10.6485	10.6054	10.769	10.8936	10.7117
MMAR_0749	mmp_749	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0749	8.1753	8.3096	8.4463	8.979	8.9302	9.0795	8.3952	8.5625	8.6547
MMAR_0750	mmp_750	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0750	12.4235	12.2198	12.493	12.2537	12.2625	12.3366	12.8106	12.7717	12.7747
MMAR_0751	mmp_751	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0751	10.6601	10.9082	10.6191	10.8384	10.98	10.7704	10.8555	10.667	10.7992
MMAR_0752	mmp_752	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0752	12.2231	12.146	12.1222	11.901	11.8767	11.7126	12.3191	12.4894	12.3801
MMAR_0753	mmp_753	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0753	11.296	11.2591	11.3173	11.262	11.1892	11.0576	12.1314	12.2793	12.1625
MMAR_0754	mmp_754	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0754	9.6033	9.6982	9.6836	9.5613	9.7608	9.7443	9.7272	9.6781	9.6896
MMAR_0755	mmp_755	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0755	9.533	9.6249	9.559	8.7746	8.9449	8.9084	9.0113	9.4864	9.3919
MMAR_0756	mmp_756	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0756	10.1146	10.4019	10.1595	10.7923	10.5583	10.5314	10.0352	10.0532	10.1682
MMAR_0757	mmp_757	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0757	11.4111	11.4903	11.1862	11.0904	11.0855	11.3023	11.6081	11.4373	11.4138
MMAR_0758	mmp_758	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0758	11.4467	11.648	11.6284	11.2652	11.3036	11.1415	11.2528	11.3133	11.2187
MMAR_0759	mmp_759	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0759	11.5632	11.3287	11.6847	11.1497	11.2116	11.0492	11.7152	11.6362	11.8436
MMAR_0760	mmp_760	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0760	11.8764	11.7782	11.8871	11.8909	11.8084	12.0852	11.9647	11.7831	12.0508
MMAR_0761	mmp_761	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0761	10.0474	9.8872	10.0571	10.0575	9.818	9.9707	10.3345	10.0983	10.0884
MMAR_0762	mmp_762	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0762	11.4558	11.1168	11.2345	11.1592	10.9912	11.2089	11.166	11.1955	11.058
MMAR_0763	mmp_763	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0763	10.879	10.9296	10.9512	10.9133	11.0166	11.0023	10.7309	10.5511	10.627
MMAR_0764	mmp_764	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0764	11.6173	11.9456	11.8676	11.7942	11.6905	11.8915	11.9622	12.0499	12.1093
MMAR_0765	mmp_765	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0765	11.0875	11.0658	11.0954	11.0377	10.7672	10.8049	11.0813	10.9388	10.9506
MMAR_0766	mmp_766	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0766	11.7996	11.8388	11.8747	12.4535	12.5842	12.4374	12.2039	12.2409	12.3128
